time;Bx;By;Bz;Btotal
56,039000034332275;0,29;14,82;-52,40;54,45
56,13800001144409;0,22;14,92;-52,27;54,36
56,23899984359741;0,30;14,82;-52,37;54,42
56,33800005912781;0,32;14,90;-52,56;54,64
56,44000005722046;0,25;14,85;-52,54;54,60
56,537999868392944;0,21;14,79;-52,41;54,46
56,63599991798401;0,20;14,82;-52,28;54,34
56,74000000953674;0,33;14,87;-52,53;54,59
56,835999965667725;0,28;14,77;-52,51;54,54
56,94000005722046;0,25;14,83;-52,73;54,78
57,039000034332275;0,28;14,73;-52,47;54,50
57,138999938964844;0,15;14,91;-52,51;54,59
57,24000000953674;0,17;14,81;-52,45;54,50
57,33999991416931;0,10;14,96;-52,31;54,40
57,44000005722046;0,22;14,85;-52,45;54,51
57,53999996185303;0,26;14,84;-52,52;54,58
57,63800001144409;0,20;14,85;-52,58;54,63
57,74000000953674;0,14;14,77;-52,62;54,65
57,83999991416931;0,26;14,87;-52,53;54,60
57,93899989128113;0,15;14,89;-52,51;54,59
58,039000034332275;0,15;14,89;-52,41;54,49
58,14100003242493;0,19;14,69;-52,36;54,38
58,24000000953674;0,29;14,51;-51,65;53,65
58,33999991416931;0,21;14,66;-51,95;53,98
58,44000005722046;0,22;14,64;-52,07;54,09
58,539000034332275;0,20;14,77;-52,23;54,28
58,63699984550476;0,19;14,65;-52,16;54,18
58,73799991607666;0,26;14,80;-52,40;54,45
58,84099984169006;0,29;14,84;-52,18;54,25
58,94199991226196;0,16;14,92;-52,40;54,48
59,04099988937378;0,13;14,84;-52,42;54,48
59,14100003242493;0,27;14,84;-52,09;54,16
59,240999937057495;0,17;14,88;-52,52;54,59
59,34099984169006;0,18;14,94;-52,45;54,53
59,44199991226196;0,15;14,89;-52,60;54,67
59,54200005531311;0,25;14,94;-52,48;54,57
59,64100003242493;0,21;14,98;-52,78;54,87
59,740999937057495;0,17;14,98;-52,71;54,80
59,842000007629395;0,10;15,24;-52,91;55,06
59,94199991226196;0,12;15,17;-52,79;54,92
60,04299998283386;0,21;15,17;-52,75;54,89
60,14199995994568;0,11;15,23;-52,81;54,96
60,240999937057495;0,23;15,13;-52,69;54,82
60,34299993515015;0,19;15,08;-52,74;54,86
60,442999839782715;0,09;15,07;-52,60;54,72
60,54099988937378;0,21;15,13;-52,76;54,89
60,64299988746643;0,20;15,12;-52,57;54,70
60,74300003051758;0,22;14,99;-52,32;54,43
60,84099984169006;0,19;15,08;-52,33;54,45
60,94099998474121;0,19;14,97;-52,34;54,44
61,04200005531311;0,16;15,18;-52,45;54,60
61,14100003242493;0,19;15,12;-52,33;54,47
61,24300003051758;0,15;15,12;-52,54;54,67
61,342000007629395;0,08;15,10;-52,49;54,62
61,44099998474121;0,23;15,09;-52,42;54,55
61,54099988937378;0,16;15,02;-52,38;54,49
61,64299988746643;0,18;15,09;-52,21;54,34
61,74300003051758;0,11;15,14;-52,33;54,48
61,84299993515015;0,18;14,90;-52,34;54,42
61,94099998474121;0,21;14,89;-52,12;54,20
62,043999910354614;0,13;14,96;-52,37;54,47
62,14400005340576;0,20;15,00;-52,13;54,25
62,24499988555908;0,06;15,08;-52,15;54,28
