time;Bx;By;Bz;Btotal
57,54299998283386;-17,23;-7,46;49,46;52,91
57,64299988746643;-17,47;6,05;49,66;52,99
57,742999792099;-22,54;22,97;43,11;53,80
57,84299993515015;-31,63;30,22;32,41;54,45
57,942999839782715;-42,10;26,41;22,08;54,38
58,04299998283386;-49,92;15,11;14,13;54,04
58,14399981498718;-53,45;2,46;3,44;53,61
58,242999792099;-51,56;-9,48;-10,98;53,56
58,3439998626709;-44,59;-16,92;-25,29;53,98
58,444000005722046;-34,76;-20,59;-36,51;54,45
58,543999910354614;-24,44;-20,32;-44,73;54,88
58,64399981498718;-14,61;-17,41;-50,20;55,11
58,74399995803833;-7,95;-12,55;-52,95;55,00
58,8439998626709;-3,64;-9,00;-54,21;55,07
58,944000005722046;0,49;-6,43;-54,56;54,94
59,043999910354614;3,37;-6,45;-54,46;54,94
59,14399981498718;4,37;-7,72;-54,16;54,89
59,24399995803833;5,91;-8,31;-54,07;55,03
59,3439998626709;6,77;-9,19;-53,83;55,03
59,444000005722046;6,74;-10,25;-53,55;54,94
59,543999910354614;6,60;-10,92;-53,41;54,91
59,64399981498718;6,52;-12,43;-53,09;54,91
59,74499988555908;5,67;-13,58;-53,05;55,05
59,84499979019165;5,50;-13,98;-52,93;55,02
59,9449999332428;5,89;-14,41;-52,87;55,11
60,044999837875366;6,46;-14,57;-52,73;55,08
60,144999980926514;7,48;-14,22;-52,41;54,81
60,24499988555908;8,19;-14,49;-52,06;54,66
